id,lat,lon
1711297027,37.7282173,-122.4524242
65286450,37.7631609,-122.4049706
65286452,37.7632245,-122.4049438
761780443,37.7300586,-122.4784759
65286454,37.7633168,-122.4048526
2678063272,37.7675224,-122.4890528
65308835,37.751242,-122.406224
65308832,37.751064,-122.406201
2678063275,37.766971,-122.4903596
65332427,37.7398642,-122.4648398
2678063278,37.7668939,-122.4902268
2304626308,37.7698335,-122.4040594
767752910,37.7393694,-122.4020878
65333779,37.796169,-122.4184482
1839317026,37.7682754,-122.4407089
1839317027,37.766131,-122.4420778
1839317024,37.7700482,-122.4402699
1839317025,37.7686838,-122.4404014
1839317022,37.7660197,-122.4424012
1839317023,37.7683764,-122.4415815
1839317020,37.7696146,-122.4389557
1839317021,37.76784,-122.4427322
1601995476,37.7297721,-122.4773748
1601995477,37.7288398,-122.4776509
1601995474,37.7290372,-122.4774433
1601995475,37.7287539,-122.4776496
1601995472,37.7301022,-122.4784014
1601995473,37.7290488,-122.4774219
1839317028,37.7691503,-122.44016
1839317029,37.7691262,-122.4389073
1940859918,37.7902762,-122.4592036
2542248753,37.7549063,-122.4276643
2317645373,37.7354799,-122.4607377
65350803,37.7270182,-122.4760464
311187175,37.7442701,-122.4432025
601267975,37.7825454,-122.3883766
1564447448,37.8067797,-122.4714739
1564447447,37.806025,-122.4701123
1511324689,37.766303,-122.4601626
65340675,37.75371,-122.457372
65371602,37.749828,-122.4036508
65371603,37.7482208,-122.4041557
369951066,37.8070814,-122.4258507
65371609,37.7453898,-122.405045
2504237931,37.7900096,-122.3937545
918941147,37.80106,-122.4478918
2504237933,37.7901992,-122.3933067
311782654,37.7377258,-122.4070823
65369956,37.7471887,-122.4410746
65369950,37.7471477,-122.4413474
65358985,37.807545,-122.473189
1711296862,37.7281851,-122.452293
768245559,37.7656989,-122.3889045
2179309384,37.7681537,-122.4686686
2179309385,37.7681592,-122.4685946
2179309386,37.7681608,-122.4723698
2179309387,37.7681809,-122.4685704
2179309380,37.7680806,-122.4686036
2179309381,37.7680895,-122.4686722
65309058,37.737618,-122.4209218
2179309383,37.7681336,-122.4686036
65317729,37.7751007,-122.4068387
65309055,37.7375034,-122.4209888
2179309388,37.7681956,-122.4685455
2179309389,37.7681979,-122.4686641
65309050,37.736971,-122.4211176
65345140,37.798434,-122.404972
1241673656,37.7388374,-122.3894777
65345142,37.7983632,-122.4055274
65345145,37.781929,-122.403328
65345146,37.781547,-122.402849
1241673650,37.7339394,-122.3908433
2220968842,37.7863382,-122.4266258
1160599298,37.7372931,-122.4890992
1160599299,37.7376131,-122.4882829
1160599292,37.7370267,-122.4886482
754585515,37.7517662,-122.4510228
1160599296,37.7385059,-122.4873122
65348128,37.7561293,-122.4535244
1160599295,37.7367571,-122.4858708
65336858,37.771779,-122.440546
367047709,37.8022613,-122.4319386
2054204322,37.7308209,-122.4294279
65301534,37.7803772,-122.4406036
65301536,37.7813152,-122.4407959
65301539,37.7822555,-122.4409913
65336851,37.8042135,-122.4471107
65346521,37.759831,-122.443119
65321047,37.729211,-122.400834
65300211,37.74361,-122.3879
65346527,37.7594898,-122.4430472
65283175,37.780158,-122.496566
65300486,37.7348483,-122.3907745
434686038,37.8091912,-122.4173593
65345494,37.799188,-122.474617
65345495,37.799111,-122.474508
65345492,37.799215,-122.474765
2249911810,37.7670911,-122.3959387
65337105,37.7365906,-122.4602905
65337107,37.7363934,-122.4601134
65337100,37.7366858,-122.4603684
1555295459,37.7468874,-122.4655465
1157539740,37.751154,-122.4719546
1511342569,37.7638835,-122.4560199
367051258,37.8023766,-122.4345908
367051250,37.8021189,-122.4345307
367051253,37.8022478,-122.4345565
65312638,37.8006016,-122.4079174
65312632,37.8007863,-122.4064249
65312631,37.8008363,-122.4060203
65359606,37.734725,-122.397365
65312637,37.8006411,-122.4075986
65312634,37.8007386,-122.4068099
65312635,37.8007102,-122.4070396
2713578443,37.7588726,-122.4058554
2713578442,37.7591963,-122.4060975
65375602,37.751197,-122.46435
2713578440,37.7593695,-122.4062013
65314289,37.7377221,-122.4666883
2713578446,37.7563653,-122.4033988
2713578445,37.7584172,-122.405368
65375607,37.750981,-122.464277
1707671154,37.771094,-122.4588792
2713578449,37.7630353,-122.405364
2713578448,37.7623297,-122.4057471
65343666,37.7371602,-122.4596674
728917836,37.765047,-122.4048392
65343669,37.7371606,-122.4595396
2714986504,37.7483479,-122.4561871
2714986505,37.7483856,-122.4557633
2714986506,37.7483856,-122.4559037
2714986507,37.7483856,-122.4561244
1193434799,37.8065078,-122.4242216
2714986502,37.7480505,-122.4556103
2714986503,37.7483142,-122.4562272
2714986508,37.7483876,-122.4556354
2714986509,37.7483935,-122.4560692
581047249,37.7643025,-122.4331078
65280033,37.7494926,-122.4683658
2025923096,37.791516,-122.3935914
1260360819,37.7757237,-122.4057583
1260360818,37.7742429,-122.4064437
1712523212,37.7256099,-122.4523746
1260360815,37.7757,-122.4052507
1260360817,37.7722517,-122.406659
1260360813,37.7741747,-122.4071568
65344366,37.734348,-122.4045497
65344363,37.7344055,-122.4035822
65330458,37.7482809,-122.4105635
1728581678,37.761509,-122.3885948
65330456,37.7494887,-122.4106798
1728581676,37.748141,-122.3875019
65330454,37.7542945,-122.411126
65330452,37.7558912,-122.4112767
1720871666,37.7791296,-122.5119969
65330451,37.7590891,-122.4115973
65322502,37.7557877,-122.4841019
725284297,37.8055854,-122.4439949
725284295,37.8053703,-122.4456565
1720871662,37.7790391,-122.5119595
2449852780,37.7312866,-122.4498419
2449852783,37.7311292,-122.4494705
2449852782,37.7313235,-122.4499311
263143652,37.7354887,-122.4111333
355784795,37.8006307,-122.4486785
355784797,37.8007031,-122.448647
1196822671,37.7273916,-122.4839287
355784791,37.8004611,-122.4485841
355784793,37.8006014,-122.448706
1819461308,37.7910019,-122.4753803
318256536,37.7332743,-122.4932763
763663716,37.7823969,-122.3881003
65372394,37.7356379,-122.4526032
1167787076,37.7649789,-122.4400575
1583149407,37.7609539,-122.4962104
1583149403,37.760895,-122.4953079
763578974,37.7876279,-122.4892403
1167787071,37.7629157,-122.4469415
1721509017,37.7884465,-122.4849439
1167787072,37.7647758,-122.4450754
1167787073,37.7649964,-122.442192
1721509019,37.7885128,-122.4848882
1792772890,37.8024082,-122.4549434
1792772891,37.8012465,-122.4613136
1792772892,37.8030947,-122.4523509
2317635154,37.7396129,-122.4631501
1792772894,37.8026551,-122.4578611
1792772895,37.8038027,-122.4705861
345507519,37.7692494,-122.4679486
345507518,37.7692359,-122.4680344
1792772898,37.8024999,-122.4577976
345507512,37.7692153,-122.4681191
2317635158,37.7329183,-122.4644602
2179309403,37.7685559,-122.4703505
2179309402,37.7685545,-122.4721982
2320396557,37.7378536,-122.4374491
2320396556,37.7467229,-122.4336818
2179309407,37.7685909,-122.4696633
2320396550,37.7394729,-122.4323859
2179309405,37.7685671,-122.4692491
2320396552,37.7377286,-122.4357599
2179309409,37.7686069,-122.4703619
2179309408,37.7685912,-122.47742
2320396559,37.7400312,-122.4327598
2320396558,37.7382685,-122.4363116
386842492,37.7314438,-122.3977571
65329924,37.7633798,-122.4813989
300719415,37.7690498,-122.4591908
763663715,37.782276,-122.3880976
65317713,37.7834257,-122.3963016
65317711,37.7838907,-122.395714
65317717,37.7786114,-122.4023944
65317715,37.781794,-122.3983653
2179216985,37.770211,-122.4550439
2179216984,37.7702024,-122.4597943
2179216987,37.7702239,-122.4598546
2179216986,37.7702115,-122.4601433
2179216981,37.7701723,-122.4597405
2179216980,37.7701643,-122.4580318
2179216983,37.770197,-122.4556953
2179216982,37.7701756,-122.4595906
2179216989,37.7702342,-122.4578447
450407074,37.7664882,-122.4432245
1692529181,37.7575928,-122.4424465
1692529180,37.7575856,-122.442556
1692529183,37.7576103,-122.442326
1692529182,37.757607,-122.4399012
1692529185,37.7576725,-122.4422739
1692529184,37.7576252,-122.442299
1692529187,37.7577501,-122.4407055
299387658,37.7472211,-122.4033234
1692529189,37.7578542,-122.4407396
355789778,37.7681383,-122.4722047
258456898,37.7823875,-122.4471496
1677798450,37.7674929,-122.4126244
1677798451,37.7673169,-122.4126213
65325177,37.7278896,-122.4710605
1132514598,37.768641,-122.4944007
65322364,37.7508388,-122.4416967
995847674,37.7799746,-122.4137003
995847677,37.7849223,-122.4025187
995847670,37.7848508,-122.4023296
1132514596,37.7685426,-122.4942917
1132514594,37.7679925,-122.4903381
1350875387,37.7664455,-122.4675142
960100247,37.7703636,-122.3944843
2090820403,37.7960853,-122.4191864
960100245,37.7704041,-122.394763
258776295,37.8010647,-122.448215
300722899,37.7678963,-122.4581911
728910078,37.7637633,-122.4049604
678730808,37.8032091,-122.4773484
65346434,37.783662,-122.451455
65326846,37.796047,-122.451215
65326844,37.796036,-122.451051
65326842,37.7960615,-122.4507053
371151355,37.783514,-122.4065796
65328038,37.7418122,-122.4096217
65326849,37.796074,-122.451362
65328997,37.7476006,-122.4094918
65328994,37.7483001,-122.409662
65328992,37.7495423,-122.4097893
2546261038,37.7426821,-122.414134
65328991,37.7543493,-122.4102272
1205120855,37.7490951,-122.3863232
2546261037,37.7426314,-122.414199
2546261036,37.7425543,-122.4143657
1067999092,37.8017233,-122.4003979
260194262,37.8041967,-122.4022807
260194261,37.8057746,-122.4044687
1167787166,37.7629643,-122.4469085
358287924,37.7553844,-122.4445576
2325127304,37.7440862,-122.4543598
1167787163,37.7636277,-122.4403534
358287922,37.7552283,-122.4446777
1167787169,37.7647778,-122.4423365
65292507,37.740155,-122.393785
65326598,37.792162,-122.4811996
65360141,37.7672941,-122.4739565
65325174,37.7275969,-122.4710713
65328033,37.741745,-122.410068
1721494389,37.7918942,-122.4774906
1721494388,37.7918935,-122.4774056
1721494383,37.7918702,-122.476757
1593395213,37.8004668,-122.4042439
1721494386,37.79188,-122.4767936
1721494385,37.7918723,-122.4766938
615144608,37.7415835,-122.5071069
65358921,37.7593101,-122.4079405
275513086,37.7430396,-122.4162332
65358923,37.7592197,-122.4079235
65358925,37.7561065,-122.4076265
65358927,37.7545045,-122.4074736
775308582,37.7492852,-122.4050863
65358929,37.7499916,-122.4070431
615144603,37.7415844,-122.5067468
275513088,37.7430599,-122.4160787
275513089,37.7430599,-122.41601
775308584,37.7492704,-122.405372
317353146,37.7412706,-122.4335022
317353147,37.7412904,-122.4334799
317353144,37.7412706,-122.4336715
317353145,37.7412682,-122.4335491
317353142,37.7412645,-122.4339101
317353143,37.7412719,-122.4337753
317353140,37.7416538,-122.4338112
317353141,37.74122,-122.4341029
317353148,37.7413201,-122.4333983
317353149,37.7413349,-122.4333007
764922007,37.7280545,-122.4440613
764922006,37.7283854,-122.4435275
764922005,37.7286654,-122.4429938
469713620,37.7345194,-122.4819298
764927033,37.7325669,-122.4140764
764922009,37.7277197,-122.4445245
65329487,37.7878462,-122.4749372
65329485,37.7878233,-122.474702
65329483,37.7878328,-122.4745944
65329481,37.7878463,-122.4743771
1712504906,37.7280674,-122.4511572
65329489,37.7879323,-122.4751006
1511324746,37.7663779,-122.4600169
1511324744,37.7670891,-122.4588952
1511324745,37.7671388,-122.458931
1511324742,37.7682562,-122.4551746
1511324743,37.769498,-122.4550116
1511324740,37.7702285,-122.4553731
1511324741,37.7662,-122.4595651
65362221,37.808388,-122.41921
65326335,37.7438724,-122.4597405
65321104,37.757458,-122.450289
999546469,37.7832832,-122.4776841
65329738,37.7980708,-122.473797
65363782,37.784135,-122.42627
65363783,37.78419,-122.426254
761882085,37.7857592,-122.4958525
761882084,37.7858239,-122.4964036
1721463107,37.7879459,-122.4902805
761882082,37.7862987,-122.4979352
761882081,37.7863867,-122.4983764
761882080,37.7864047,-122.4988123
65367498,37.7631777,-122.4344999
2641796608,37.7420128,-122.4057278
310980684,37.805871,-122.4314123
767743748,37.7338315,-122.4050419
767743749,37.7342367,-122.4050343
1130723289,37.7708717,-122.4964373
984720819,37.7699566,-122.3959548
2251842337,37.7678697,-122.4287562
1709638660,37.7717828,-122.3995548
2679908978,37.7720019,-122.4896721
2941395716,37.7962838,-122.4585137
2679908974,37.7719298,-122.4886851
2679908976,37.771985,-122.4890123
2679908970,37.7719214,-122.4873332
2679908972,37.7719298,-122.4882183
65362784,37.7413716,-122.4523316
65362781,37.741371,-122.4520119
65362789,37.7412248,-122.4541343
65362788,37.7412717,-122.453898
1860884706,37.7945518,-122.3947172
766932991,37.734827,-122.4087213
767804520,37.7645383,-122.3932067
767804523,37.7643199,-122.3931208
65320278,37.772774,-122.5113382
263576060,37.8054339,-122.4294198
353696659,37.765319,-122.42639
65334101,37.75702,-122.432407
281554847,37.7964756,-122.4807295
1206800433,37.7906207,-122.3889667
65281824,37.7878678,-122.4167634
65281826,37.7879024,-122.4164834
65281820,37.7889396,-122.4157697
65343821,37.746129,-122.4546381
2807442328,37.7597644,-122.4277025
2071244789,37.8086808,-122.4124284
65280445,37.7339126,-122.4358414
2071244784,37.8049636,-122.4036545
2071244787,37.8056272,-122.404742
469713592,37.7311477,-122.481344
65356178,37.7947998,-122.3980017
2071244782,37.8089487,-122.4115059
303934690,37.7899191,-122.4582702
1157540076,37.7505471,-122.470491
65290218,37.7809058,-122.3963913
265666764,37.7513775,-122.4062488
265666763,37.7517333,-122.4062828
265666762,37.7529872,-122.4064028
265666761,37.7493563,-122.4049764
265666760,37.7493075,-122.4049026
65290211,37.7830916,-122.39362
65290210,37.7835846,-122.392961
2678037428,37.7671913,-122.4822155
65290215,37.7822033,-122.3947506
65290217,37.7813262,-122.3958596
65370715,37.749531,-122.461956
65370717,37.749361,-122.462009
65370711,37.749677,-122.46196
1723739240,37.792361,-122.3973526
1723739241,37.7903123,-122.4000967
1723739244,37.7892837,-122.4013982
65287878,37.7365112,-122.4967265
1714229522,37.7346828,-122.4716324
65331730,37.7354005,-122.4067731
65362955,37.7980461,-122.4574752
761865341,37.7509577,-122.4530563
761865340,37.7506788,-122.4531247
65295369,37.788278,-122.438773
65295361,37.788906,-122.43384
65295367,37.788488,-122.437129
65295364,37.788697,-122.435486
65332629,37.7470738,-122.4447066
1420265527,37.7796573,-122.4160837
65338282,37.7832805,-122.4391959
65338287,37.7834921,-122.4384045
388003954,37.7376152,-122.4717082
1420265521,37.7792049,-122.4206931
65338284,37.7833225,-122.4389109
366725612,37.8085182,-122.4089655
65297299,37.8049931,-122.4338655
65349256,37.744281,-122.466138
2817186652,37.7917326,-122.4286259
65289443,37.7608723,-122.4958233
2701110979,37.7883935,-122.463137
1606434367,37.7334806,-122.4731908
1606434366,37.7306696,-122.4727878
1606434365,37.7312462,-122.4743782
1606434364,37.7338407,-122.4719122
430971799,37.7826656,-122.3902091
1606434368,37.7304447,-122.474326
2630856918,37.7352318,-122.5015191
766946884,37.7416494,-122.407365
2630856915,37.7339984,-122.4978494
2630856912,37.7354875,-122.5018895
65332198,37.7711773,-122.4302658
2630856911,37.7354008,-122.49989
1723563906,37.7697203,-122.4263017
1723563904,37.770601,-122.4248927
65323198,37.765393,-122.490425
1723563902,37.7691334,-122.4267455
1723563903,37.7714376,-122.4233209
300757485,37.7702396,-122.4058881
1723563901,37.7717424,-122.4234837
65323193,37.765535,-122.4893571
65323191,37.765643,-122.488689
65323196,37.7654366,-122.490018
1723563908,37.7701369,-122.4257411
287826000,37.8045262,-122.4371706
65371047,37.7562258,-122.4413158
65371041,37.7562392,-122.4412927
65371048,37.7560929,-122.4416736
65322820,37.7287071,-122.4564385
258911627,37.7792703,-122.5018586
65322823,37.7289758,-122.4564233
258911621,37.7803251,-122.4782997
65322825,37.7292124,-122.4564304
258911622,37.7797758,-122.490083
65322828,37.729722,-122.4565219
258911629,37.7803882,-122.4772309
2315676185,37.7330066,-122.453936
2907858296,37.7995449,-122.4349932
2907858297,37.799553,-122.4349268
2317760573,37.7412554,-122.4540199
2317760575,37.7387783,-122.4615636
2317760577,37.7376168,-122.4601354
2317760579,37.734787,-122.4555379
65294011,37.7576447,-122.4842299
65294017,37.7575022,-122.4874413
65294014,37.7575497,-122.4863697
65368845,37.744604,-122.408588
806248747,37.7339645,-122.4356298
806248744,37.7339963,-122.4355748
806248745,37.7339814,-122.4355922
806248742,37.7340398,-122.4355788
806248743,37.7340196,-122.4355708
775320032,37.7473251,-122.4033328
806248741,37.7340546,-122.4356231
65286047,37.7798947,-122.4534766
65286043,37.7798489,-122.4535324
65286040,37.7796944,-122.4536289
65350227,37.7895957,-122.4717339
268235500,37.7686073,-122.3860696
268235501,37.7687741,-122.3862102
65350223,37.7898257,-122.4715918
65364125,37.7366093,-122.4481534
65364124,37.736553,-122.4483363
423778303,37.7730121,-122.4042426
65364128,37.7365749,-122.4478173
612025468,37.8025555,-122.4046514
65350229,37.789388,-122.4718158
1792772842,37.803176,-122.4530839
766917500,37.7376865,-122.4071815
766917501,37.7376876,-122.4069763
65309526,37.7916899,-122.3912288
65309524,37.7917679,-122.3913594
761807519,37.7310712,-122.4759086
65309522,37.7932412,-122.3932033
65306991,37.7884407,-122.4003456
2605799277,37.7996859,-122.4092392
2605799276,37.7996282,-122.4093008
2605799275,37.7993308,-122.4088063
2605799279,37.8050891,-122.4171802
2605799278,37.8029049,-122.4136551
315412779,37.7274951,-122.4819122
315412778,37.727434,-122.4819551
315412777,37.7272958,-122.4819456
2072458919,37.7482084,-122.4659748
2072458911,37.7481545,-122.4661339
2072458912,37.7480879,-122.4661158
2072458917,37.7489526,-122.4657168
1469069168,37.7899999,-122.45805
764887967,37.7312501,-122.4264135
65372029,37.781179,-122.4444154
1469069160,37.7906019,-122.4552927
1469069161,37.7911191,-122.4525676
1469069162,37.7921271,-122.4479824
1469069163,37.7919796,-122.4486945
1469069164,37.7948439,-122.4690681
65372020,37.781509,-122.4425138
1469069166,37.7907545,-122.4544183
1469069167,37.7919923,-122.4485067
65287310,37.7737468,-122.462684
65370872,37.797134,-122.476773
65337476,37.728144,-122.41692
65337471,37.727887,-122.417906
65287315,37.7734758,-122.464812
703390465,37.7492748,-122.4436611
65370878,37.796597,-122.477195
65287319,37.7733848,-122.465883
65292607,37.7919746,-122.4773173
65351174,37.7374008,-122.4622778
65337478,37.728399,-122.415946
65351176,37.7363508,-122.4620531
1417636137,37.8086545,-122.4103976
1417636134,37.8086218,-122.4102964
1501114897,37.7476735,-122.4586903
1417636130,37.8072057,-122.407126
1555250402,37.7468754,-122.4569173
1556638857,37.7467602,-122.4688656
65280835,37.7541308,-122.4495919
1556638855,37.746985,-122.4689622
1556638854,37.7470529,-122.4691124
1556638852,37.7470275,-122.4693806
65280832,37.7537511,-122.4493464
1556638850,37.7469596,-122.4696917
2800130440,37.7563606,-122.4356782
2800130441,37.755988,-122.4366525
2800130442,37.7563417,-122.4356665
1601995479,37.7282703,-122.4776707
1357115459,37.7677186,-122.440283
65285808,37.776113,-122.4050958
1556638858,37.746633,-122.4686081
302481506,37.7838542,-122.5090488
302482386,37.7806627,-122.5119689
302482380,37.7805865,-122.5122465
302482382,37.780602,-122.5121797
302482389,37.7807524,-122.5119779
302482388,37.7807254,-122.5119787
367073672,37.7979887,-122.450727
367073673,37.7981311,-122.4508986
367073670,37.7977717,-122.4502892
367073671,37.7978531,-122.4504695
367073674,37.7982668,-122.451036
367073675,37.7984295,-122.4511304
302481502,37.7836453,-122.5094696
281555773,37.8027362,-122.4772058
295186721,37.7961314,-122.4194926
302481503,37.7837079,-122.5093699
767802032,37.7677018,-122.3959023
1601995470,37.7295111,-122.4784733
767802036,37.767882,-122.3960149
65339815,37.7703373,-122.461198
302481501,37.7835723,-122.5095805
310080157,37.7968463,-122.3995467
310080156,37.796596,-122.3994957
667114071,37.8316824,-122.4802651
1707674522,37.7696957,-122.4721342
2567080310,37.7831151,-122.5105921
667114073,37.831472,-122.4801259
442442440,37.7652513,-122.4408221
1769694169,37.7931372,-122.4552294
1769694168,37.7931322,-122.4501984
2323791595,37.7439911,-122.4570384
1769694161,37.7930625,-122.4591153
1769694160,37.7930559,-122.4590326
1769694163,37.7930981,-122.4570034
1769694162,37.7930902,-122.4591774
1769694164,37.7931115,-122.4508842
1769694167,37.7931154,-122.4556707
1769694166,37.7931143,-122.4571219
2678053418,37.7679719,-122.4856077
2678053419,37.7678353,-122.485651
65330124,37.7714173,-122.4795574
65330122,37.7715392,-122.4795494
302034291,37.7742273,-122.3925615
2071244838,37.8049574,-122.403334
295810988,37.7776279,-122.4165519
1707674529,37.7697802,-122.4717458
65304503,37.7642545,-122.505107
1707674528,37.7696575,-122.4715472
2382859188,37.7682801,-122.5009624
2382859186,37.76831,-122.5009212
2382859187,37.7699296,-122.5031633
2382859184,37.7685833,-122.5017107
2382859185,37.769519,-122.5025798
2382859182,37.769598,-122.5028661
2382859183,37.7690674,-122.5021774
2382859180,37.7685685,-122.5018556
2382859181,37.7688532,-122.5020433
528127503,37.7623204,-122.4558112
528127500,37.7635689,-122.4555452
528127506,37.7624357,-122.4560001
528127505,37.7623,-122.4559915
764465664,37.7712563,-122.4524614
528127508,37.7624856,-122.4562185
65366509,37.7306988,-122.4698617
1344032342,37.7695848,-122.3985037
764844984,37.7330924,-122.4223471
65366500,37.7357481,-122.4697677
65366507,37.7309027,-122.4697614
65366506,37.7311208,-122.4696954
1607049428,37.7276634,-122.4741299
263424130,37.8058397,-122.451947
65371836,37.7374317,-122.4077566
65371835,37.7371739,-122.4076748
65371834,37.7364686,-122.4073825
1707875409,37.7407872,-122.4658657
65371832,37.7360117,-122.4071401
1721483503,37.792146,-122.4802645
1707875405,37.7388766,-122.4679232
1707875406,37.7364039,-122.4707953
65371839,37.7391763,-122.4080088
65371838,37.7379642,-122.4078925
65286864,37.7736881,-122.4084455
764844982,37.7329768,-122.4229654
65286861,37.8014948,-122.4069593
827331754,37.7307168,-122.3839136
2282680231,37.7313182,-122.4498942
2282680230,37.731127,-122.4496178
703392097,37.7551238,-122.4416387
1088101904,37.8059546,-122.4061039
2282680237,37.7311913,-122.4502747
313889736,37.7283635,-122.5062491
1211585383,37.751972,-122.4588489
364728732,37.7801056,-122.5104666
65295181,37.7438781,-122.4993922
364728734,37.7801753,-122.5105511
364728737,37.7806887,-122.5114477
1718993073,37.7289831,-122.4399858
1211585381,37.758162,-122.4527175
1718993074,37.7268025,-122.441553
2420468417,37.735066,-122.4659109
2420468416,37.7348052,-122.4678817
2420468415,37.7349492,-122.468081
2420468414,37.7349708,-122.4679382
2420468413,37.7349475,-122.4678929
2420468412,37.734912,-122.4678629
2420468411,37.7350376,-122.4659531
2420468419,37.7347775,-122.4679231
725302782,37.8040859,-122.429996
65317261,37.793188,-122.450203
703392098,37.7545364,-122.4418882
528177620,37.7563751,-122.4590625
528177625,37.7567822,-122.4591312
346537629,37.7708996,-122.4913588
346537628,37.7709539,-122.4907151
2679923328,37.7704616,-122.5059491
2679923326,37.7705294,-122.5054126
2679923324,37.7704531,-122.5051015
2679923322,37.7707415,-122.5049513
392808506,37.7704485,-122.470199
343497708,37.7695685,-122.4681746
1578907759,37.7910931,-122.408977
343497702,37.769923,-122.4674217
343497700,37.7700503,-122.4672476
343497706,37.76965,-122.467857
343497707,37.7695986,-122.4679608
343497704,37.7697721,-122.4676596
1578907750,37.7908192,-122.4089179
984868249,37.76624,-122.3880954
1709838891,37.8044549,-122.4759881
267455448,37.7729513,-122.4238218
703350255,37.7331551,-122.5015897
343508658,37.7714612,-122.4665839
267455444,37.7748218,-122.4242105
615405793,37.7326071,-122.4342922
267455446,37.7738837,-122.4240161
615405796,37.7325636,-122.4342653
259392836,37.7449612,-122.3948838
1674476409,37.803395,-122.4708419
65292743,37.790252,-122.430737
65292742,37.789324,-122.430551
65292745,37.79113,-122.430914
65292747,37.792008,-122.431092
1373451767,37.7727613,-122.4561649
1674476406,37.8014461,-122.4616134
1373451765,37.7727417,-122.4556795
2179344190,37.7725385,-122.4686203
2179344191,37.772613,-122.4715078
295218070,37.741146,-122.424063
1506920788,37.7711649,-122.4581797
276543369,37.7699964,-122.42018
1373451762,37.7724668,-122.4582124
65369858,37.7448368,-122.4398355
258757444,37.7449191,-122.4757122
258757447,37.7393285,-122.4753405
258757446,37.7411861,-122.4754804
258757441,37.750516,-122.4761005
258757440,37.7523785,-122.4762295
258757443,37.7467905,-122.4758424
258757442,37.748651,-122.47597
65369851,37.7444403,-122.4392302
65369854,37.7446349,-122.4395577
258757448,37.73746,-122.4752155
65318147,37.7547484,-122.3986931
616937021,37.7589411,-122.3924644
616937020,37.7535931,-122.3911682
616937023,37.7631706,-122.3928553
616937022,37.7554883,-122.3923285
616937024,37.7534992,-122.3921603
616937026,37.7635597,-122.392921
65368106,37.797116,-122.458723
54891569,37.7689251,-122.3876082
434681567,37.808918,-122.415099
434681564,37.8089131,-122.4149474
1707855261,37.7438449,-122.4639185
1707855260,37.7436702,-122.4647612
2700788780,37.7596598,-122.4736563
994490644,37.7843589,-122.4083948
65310774,37.7297181,-122.4315952
1819433683,37.8006636,-122.4803446
766948075,37.7384169,-122.4081174
1819433688,37.8006826,-122.479108
65290849,37.795924,-122.460589
65317042,37.7855436,-122.3967193
1243846563,37.7782065,-122.4200878
65317043,37.7849051,-122.3959198
703335715,37.7315859,-122.5065603
612774042,37.8007124,-122.4481064
65282418,37.8074,-122.473837
2992145534,37.7781011,-122.5135787
2992145535,37.7781236,-122.5137249
65282414,37.8070078,-122.4742813
65282415,37.8071841,-122.473861
65282416,37.80722,-122.473824
65282417,37.807297,-122.473802
65376044,37.795142,-122.448954
65364734,37.754428,-122.448719
703391473,37.7489482,-122.4436585
1801231840,37.7788343,-122.5135669
703391470,37.7488655,-122.4436719
